Unnamed: 0,participant,correct_resp,resp,stim_interval,rt,vivid_report,correct,participant_hr,stim_hr,resp_hr,dur_hr,viv_hr
129,s,2.0,2.0,0.35,0.7557172079687007,2.0,1.0,0.66,0.5333333333333333,0.7346938775510204,0.875,0.5421686746987951
130,s,2.0,2.0,0.35,0.7939227909664623,2.0,1.0,0.66,0.5333333333333333,0.7346938775510204,0.875,0.5421686746987951
131,s,2.0,1.0,0.175,1.5702657080255449,2.0,0.0,0.66,0.5333333333333333,0.5684931506849316,0.6666666666666666,0.5421686746987951
132,s,2.0,2.0,0.5,1.1449119580211118,4.0,1.0,0.66,0.5333333333333333,0.7346938775510204,0.8333333333333334,0.7647058823529411
133,s,1.0,1.0,0.475,0.5977546659996733,2.0,1.0,0.66,0.7614678899082569,0.5684931506849316,0.6153846153846154,0.5421686746987951
134,s,1.0,1.0,0.25,0.8289787080138922,3.0,1.0,0.66,0.7614678899082569,0.5684931506849316,0.7333333333333333,0.6666666666666666
135,s,2.0,2.0,0.2,0.8430963330320083,4.0,1.0,0.66,0.5333333333333333,0.7346938775510204,0.625,0.7647058823529411
136,s,1.0,1.0,0.4,0.697578291001264,3.0,1.0,0.66,0.7614678899082569,0.5684931506849316,0.5454545454545454,0.6666666666666666
137,s,1.0,2.0,0.2,0.5782838740269653,4.0,0.0,0.66,0.7614678899082569,0.7346938775510204,0.625,0.7647058823529411
138,s,2.0,2.0,0.125,0.7457476659910753,3.0,1.0,0.66,0.5333333333333333,0.7346938775510204,0.5789473684210527,0.6666666666666666
139,s,2.0,1.0,0.4,0.4639167499844916,2.0,0.0,0.66,0.5333333333333333,0.5684931506849316,0.5454545454545454,0.5421686746987951
140,s,1.0,1.0,0.05,1.2823885830002837,2.0,1.0,0.66,0.7614678899082569,0.5684931506849316,0.5789473684210527,0.5421686746987951
141,s,2.0,1.0,0.2,1.9370984999695795,2.0,0.0,0.66,0.5333333333333333,0.5684931506849316,0.625,0.5421686746987951
142,s,1.0,1.0,0.2,0.8597594579914585,3.0,1.0,0.66,0.7614678899082569,0.5684931506849316,0.625,0.6666666666666666
143,s,1.0,1.0,0.4,1.0612472500069998,3.0,1.0,0.66,0.7614678899082569,0.5684931506849316,0.5454545454545454,0.6666666666666666
144,g,1.0,1.0,0.025,2.8992597910109907,3.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.5454545454545454,0.6666666666666666
145,g,2.0,1.0,0.425,3.0356874159770086,3.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.4166666666666667,0.6666666666666666
146,g,2.0,1.0,0.125,1.114609999989625,3.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.5789473684210527,0.6666666666666666
147,g,2.0,1.0,0.1,0.6423879989888519,2.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.5384615384615384,0.5421686746987951
148,g,2.0,1.0,0.025,3.237857666972559,1.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.5454545454545454,0.4117647058823529
149,g,2.0,2.0,0.35,1.0907696670037694,2.0,1.0,0.54,0.5333333333333333,0.7346938775510204,0.875,0.5421686746987951
150,g,2.0,1.0,0.125,8.43367954104906,1.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.5789473684210527,0.4117647058823529
151,g,2.0,1.0,0.225,1.557291915989481,3.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.5,0.6666666666666666
152,g,1.0,1.0,0.2,1.1240719999768771,2.0,1.0,0.54,0.7614678899082569,0.5684931506849316,0.625,0.5421686746987951
153,g,2.0,1.0,0.05,1.1061900409986265,1.0,0.0,0.54,0.5333333333333333,0.5684931506849316,0.5789473684210527,0.4117647058823529
