trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,polygon.started,polygon.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,text_4.started,text_4.stopped,stim_interval,correct_resp,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,24,0,24,0,19.548006375029217,,257.11291791603435,None,,,,,,,0.125,2,256.9789130410063,None,2,0.5144606250105426,258.11298395803897,None,258.11298395803897,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,25,0,25,0,19.548006375029217,,259.72886695800116,None,,,,,,,0.07500000000000001,2,259.6456328330096,None,1,0.6919016659958288,260.72869158303365,None,260.72869158303365,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,26,0,26,0,19.548006375029217,,262.8959663330461,None,,,,,,,0.45000000000000007,1,262.4457485000021,None,1,1.4517470420105383,263.89565154101,None,263.89565154101,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,27,0,27,0,19.548006375029217,,266.46235700004036,None,,,,,,,0.07500000000000001,1,266.37903870805167,None,1,0.47887316602282226,267.4628182910383,None,267.4628182910383,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,28,0,28,0,19.548006375029217,,269.16283145803027,None,,,,,,,0.2,2,268.96314175002044,None,1,0.3930317080230452,270.1627437910065,None,270.1627437910065,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,29,0,29,0,19.548006375029217,,271.66246870800387,None,,,,,,,0.07500000000000001,1,271.57974495802773,None,2,0.6994387499871664,272.66306045802776,None,272.66306045802776,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,30,0,30,0,19.548006375029217,,274.53004579100525,None,,,,,,,0.15,1,274.3796545830555,None,1,0.4360377079574391,275.5303580830223,None,275.5303580830223,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,31,0,31,0,19.548006375029217,,277.3798988330527,None,,,,,,,0.37500000000000006,1,276.99606100004166,None,1,0.5985342080239207,278.38002179103205,None,278.38002179103205,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,32,0,32,0,19.548006375029217,,280.1304560000426,None,,,,,,,0.125,1,279.9964665410225,None,1,2.911952416994609,281.12983220804017,None,281.12983220804017,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,33,0,33,0,19.548006375029217,,285.24724729103036,None,,,,,,,0.17500000000000002,2,285.0632663750439,None,1,0.33131966600194573,286.24665983300656,None,286.24665983300656,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,34,0,34,0,19.548006375029217,,287.6462387080537,None,,,,,,,0.05,1,287.59623020800063,None,1,1.1476308329729363,288.6463516660151,None,288.6463516660151,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,35,0,35,0,19.548006375029217,,291.01401233300567,None,,,,,,,0.2,2,290.8136697910377,None,2,0.7109235000098124,292.01320241601206,None,292.01320241601206,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,36,0,36,0,19.548006375029217,,294.0801552910125,None,,,,,,,0.32500000000000007,2,293.746942125028,None,1,0.7119132920051925,295.0803707910236,None,295.0803707910236,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,37,0,37,0,19.548006375029217,,296.9637112080236,None,,,,,,,0.15,1,296.81340320804156,None,1,1.1703569989767857,297.9636670000036,None,297.9636670000036,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,38,0,38,0,19.548006375029217,,300.2636491660378,None,,,,,,,0.1,2,300.16381158301374,None,2,0.9210417080321349,301.26406020805007,None,301.26406020805007,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,39,0,39,0,19.548006375029217,,303.5473664160236,None,,,,,,,0.32500000000000007,2,303.21412000001874,None,2,0.5652927909977734,304.5478065830539,None,304.5478065830539,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,40,0,40,0,19.548006375029217,,306.51392766600475,None,,,,,,,0.37500000000000006,1,306.13034541602246,None,1,1.639024791016709,307.51395983301336,None,307.51395983301336,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,41,0,41,0,19.548006375029217,,310.28048904100433,None,,,,,,,0.1,2,310.1804857500247,None,2,0.3143477499834262,311.2806156660081,None,311.2806156660081,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,42,0,42,0,19.548006375029217,,312.86416583304526,None,,,,,,,0.25,2,312.61456129100407,None,1,2.6720789169776253,313.863700625021,None,313.863700625021,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,43,0,43,0,19.548006375029217,,317.91484712500824,None,,,,,,,0.35000000000000003,2,317.56376208300935,None,1,1.225022208003793,318.9140022500069,None,318.9140022500069,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,44,0,44,0,19.548006375029217,,321.56448766600806,None,,,,,,,0.4,2,321.16410612501204,None,1,1.4163010000484064,322.56454099999974,None,322.56454099999974,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,45,0,45,0,19.548006375029217,,325.34789920801995,None,,,,,,,0.35000000000000003,2,324.9981793750194,None,1,0.3451574580394663,326.34791833302006,None,326.34791833302006,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
,,,,46,0,46,0,19.548006375029217,,327.9977796660387,None,,,,,,,0.275,2,327.71497208304936,None,2,0.40645908302394673,328.99839404103113,None,328.99839404103113,None,,,j,001,2022_Jun_02_1535,test_exp,2021.2.3,60.13146230093964,
