trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,polygon.started,polygon.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,text_4.started,text_4.stopped,stim_interval,correct_resp,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,vivid_report,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_7.started,text_7.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,[],[],163.43868220801232,None,163.43868220801232,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,15,0,15,0,15.840487250010483,,165.05560037505347,None,,,,,,,,,0.025,2,165.02411579200998,None,None,,166.05511179205496,None,166.05511179205496,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,1,0.6105640819878317,167.10532641701866,None,167.10532641701866,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,16,0,16,0,15.840487250010483,,168.95569112501107,None,,,,,,,,,0.2,1,168.75574195804074,None,1,0.32736362400464714,169.95547866704874,None,169.95547866704874,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,5,1.0740528739988804,170.30581779201748,None,170.30581779201748,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,17,0,17,0,15.840487250010483,,172.78958666702965,None,,,,,,,,,0.37500000000000006,1,172.40783541701967,None,1,0.3851764160208404,173.78862412500894,None,173.78862412500894,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,[],[],174.2056122920476,None,174.2056122920476,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,18,0,18,0,15.840487250010483,,176.27243666700087,None,,,,,,,,,0.17500000000000002,2,176.09098133305088,None,2,0.6579742080066353,177.27181262505474,None,177.27181262505474,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,4,0.6781735830008984,177.95571570802713,None,177.95571570802713,None,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
,,,,19,0,19,0,15.840487250010483,,179.75572229200043,None,,,,,,,,,0.1,1,179.6569140420179,None,1,0.4843744990066625,180.75547516701045,None,180.75547516701045,None,,,,,,,,,gr,001,2022_Jun_07_1206,test_exp,2021.2.3,60.0404371159394,
