trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,polygon.started,polygon.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,text_4.started,text_4.stopped,stim_interval,correct_resp,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,24,0,24,0,7.158429500006605,,86.0244682499906,None,,,,,,,0.2,3,85.81275187499705,None,3,0.31932145898463205,87.02449954199255,None,87.02449954199255,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,25,0,25,0,7.158429500006605,,88.757906541985,None,,,,,,,0.37500000000000006,3,88.37452562499675,None,3,0.342120374989463,89.75790479200077,None,89.75790479200077,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,26,0,26,0,7.158429500006605,,91.25824658400961,None,,,,,,,0.125,3,91.12508758399053,None,3,0.27730016701389104,92.2578325420036,None,92.2578325420036,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,27,0,27,0,7.158429500006605,,93.60765254200669,None,,,,,,,0.05,3,93.5575446249859,None,2,0.5278248749964405,94.60827729199082,None,94.60827729199082,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,28,0,28,0,7.158429500006605,,96.30815837500268,None,,,,,,,0.15,2,96.15888254198944,None,1,0.25383383300504647,97.3080195839866,None,97.3080195839866,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,29,0,29,0,7.158429500006605,,98.79167249999591,None,,,,,,,0.2,3,98.59113058398361,None,2,0.3420326249906793,99.79100241698325,None,99.79100241698325,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,30,0,30,0,7.158429500006605,,101.34217079199152,None,,,,,,,0.17500000000000002,3,101.15763549998519,None,3,0.2638314579962753,102.34120204200735,None,102.34120204200735,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,31,0,31,0,7.158429500006605,,103.95818537499872,None,,,,,,,0.32500000000000007,2,103.62454345900915,None,2,1.067315583000891,104.9576689999958,None,104.9576689999958,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,32,0,32,0,7.158429500006605,,107.44146475000889,None,,,,,,,0.4,2,107.04182062498876,None,2,0.2873412089829799,108.44163695900352,None,108.44163695900352,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,33,0,33,0,7.158429500006605,,109.84154329198645,None,,,,,,,0.07500000000000001,3,109.75812783400761,None,3,0.586562332988251,110.84147174999816,None,110.84147174999816,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,34,0,34,0,7.158429500006605,,112.59235387499211,None,,,,,,,0.125,2,112.45829966699239,None,3,0.7423640000051819,113.59199487499427,None,113.59199487499427,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,35,0,35,0,7.158429500006605,,115.7085323339852,None,,,,,,,0.35000000000000003,3,115.3582206669962,None,2,1.2024470830219798,116.70861820899881,None,116.70861820899881,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,36,0,36,0,7.158429500006605,,119.1757517090009,None,,,,,,,0.225,1,118.94190549998893,None,1,0.23360295899328776,120.17555104198982,None,120.17555104198982,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,37,0,37,0,7.158429500006605,,121.4751430840115,None,,,,,,,0.05,2,121.42530420899857,None,2,0.7203251660102978,122.47586279199459,None,122.47586279199459,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,38,0,38,0,7.158429500006605,,124.4587894169963,None,,,,,,,0.225,3,124.2253764999914,None,3,0.5523996249830816,125.45865799998865,None,125.45865799998865,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,39,0,39,0,7.158429500006605,,127.52571629200247,None,,,,,,,0.47500000000000003,2,127.04242620899458,None,2,0.5767509170109406,128.52567854200606,None,128.52567854200606,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,40,0,40,0,7.158429500006605,,130.52552783399005,None,,,,,,,0.4,2,130.12623533399892,None,2,2.4801194999890868,131.52575562498532,None,131.52575562498532,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,41,0,41,0,7.158429500006605,,135.07621487500728,None,,,,,,,0.05,2,135.02582854198408,None,3,0.8070752919884399,136.07581370900152,None,136.07581370900152,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,42,0,42,0,7.158429500006605,,138.40937574999407,None,,,,,,,0.5,1,137.90928058399004,None,1,0.2461804999911692,139.40978283400182,None,139.40978283400182,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,43,0,43,0,7.158429500006605,,141.00946195900906,None,,,,,,,0.32500000000000007,2,140.67625462499564,None,2,0.34310295901377685,142.0090700419969,None,142.0090700419969,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,44,0,44,0,7.158429500006605,,143.4263347919914,None,,,,,,,0.05,3,143.37633408399415,None,None,,144.42691275000107,None,144.42691275000107,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,45,0,45,0,7.158429500006605,,145.89270029199542,None,,,,,,,0.025,2,145.85934008398908,None,2,0.30652187499799766,146.89243599999463,None,146.89243599999463,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,46,0,46,0,7.158429500006605,,148.27598595898598,None,,,,,,,0.05,2,148.2262117920036,None,3,0.5009026250045281,149.27616662500077,None,149.27616662500077,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
,,,,47,0,47,0,7.158429500006605,,151.09328912498313,None,,,,,,,0.275,1,150.80964799999492,None,1,0.27859579198411666,152.0928084589832,None,152.0928084589832,None,,,s,001,2022_May_31_1832,test_exp,2021.2.3,60.03189194083244,
