trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,polygon.started,polygon.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,text_4.started,text_4.stopped,stim_interval,correct_resp,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,6.64429941700655,None,9.325361125025665,None,8.327067125006579,None,10.325112417020136,None,,,,,,,,,,,,,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
1,0,1,0,,,,,,,12.958593542018207,None,11.957932334014913,None,13.958411334024277,None,,,,,,,,,,,,,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
2,0,2,0,,,,,,,17.158560584008228,None,16.157839709019754,None,18.159011375013506,None,,,,,,,,,,,,,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,0,0,0,0,6.64429941700655,,21.82537845900515,None,,,,,19.625871334021213,None,0.15,1,21.661125542013906,None,1,0.26309333299286664,22.8253413750208,None,22.8253413750208,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,1,0,1,0,6.64429941700655,,24.492409292026423,None,,,,,,,0.37500000000000006,1,24.108919125021202,None,1,0.2714527909993194,25.4919388750277,None,25.4919388750277,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,2,0,2,0,6.64429941700655,,26.942041417001747,None,,,,,,,0.125,3,26.808755209000083,None,3,0.9324741669988725,27.941959500021767,None,27.941959500021767,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,3,0,3,0,6.64429941700655,,30.276161459012656,None,,,,,,,0.37500000000000006,2,29.891854292014614,None,2,0.2762934999773279,31.275482834025752,None,31.275482834025752,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,4,0,4,0,6.64429941700655,,33.07601670900476,None,,,,,,,0.5,3,32.575785000022734,None,2,2.0182597500097472,34.07603283401113,None,34.07603283401113,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,5,0,5,0,6.64429941700655,,37.62673691700911,None,,,,,,,0.5,2,37.126383084018016,None,2,0.2949710410030093,38.62664312502602,None,38.62664312502602,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,6,0,6,0,6.64429941700655,,39.97657970900764,None,,,,,,,0.025,2,39.94234887501807,None,3,0.4926834579964634,40.976097834005486,None,40.976097834005486,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,7,0,7,0,6.64429941700655,,42.826261750014964,None,,,,,,,0.32500000000000007,1,42.49308304200531,None,1,0.23521366599015892,43.8262200000172,None,43.8262200000172,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,8,0,8,0,6.64429941700655,,45.29263158401591,None,,,,,,,0.2,1,45.09247487501125,None,1,0.3235505830089096,46.292889625008684,None,46.292889625008684,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,9,0,9,0,6.64429941700655,,47.94325687500532,None,,,,,,,0.30000000000000004,3,47.642510875011794,None,3,0.44983933298499323,48.942682459019125,None,48.942682459019125,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,10,0,10,0,6.64429941700655,,50.84298862502328,None,,,,,,,0.42500000000000004,1,50.41092637501424,None,1,0.32026499998755753,51.843243875016924,None,51.843243875016924,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,11,0,11,0,6.64429941700655,,53.57695920902188,None,,,,,,,0.37500000000000006,2,53.192910042009316,None,2,0.6459724170272239,54.576839417015435,None,54.576839417015435,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,12,0,12,0,6.64429941700655,,56.57694575001369,None,,,,,,,0.32500000000000007,3,56.24307970900554,None,3,0.4001487920177169,57.577424750023056,None,57.577424750023056,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,13,0,13,0,6.64429941700655,,59.160709667019546,None,,,,,,,0.15,1,59.009761834022356,None,1,0.3418277089949697,60.16005720902467,None,60.16005720902467,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,14,0,14,0,6.64429941700655,,61.82684958400205,None,,,,,,,0.30000000000000004,2,61.527360542007955,None,2,0.3591999170021154,62.826785417011706,None,62.826785417011706,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,15,0,15,0,6.64429941700655,,64.39417358400533,None,,,,,,,0.17500000000000002,2,64.21029962500324,None,2,0.4404922079993412,65.39326095901197,None,65.39326095901197,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,16,0,16,0,6.64429941700655,,67.01114283400238,None,,,,,,,0.15,3,66.86039087502286,None,3,0.2923481250181794,68.01074212501408,None,68.01074212501408,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,17,0,17,0,6.64429941700655,,69.36042091701529,None,,,,,,,0.025,2,69.32745425001485,None,2,0.3005308749852702,70.36122558402712,None,70.36122558402712,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,18,0,18,0,6.64429941700655,,72.02710925001884,None,,,,,,,0.32500000000000007,2,71.69472916700761,None,2,0.361123165988829,73.02778866700828,None,73.02778866700828,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,19,0,19,0,6.64429941700655,,74.71085495900479,None,,,,,,,0.30000000000000004,1,74.410318750015,None,1,0.3509293330134824,75.71084520901786,None,75.71084520901786,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,20,0,20,0,6.64429941700655,,77.17724504202488,None,,,,,,,0.07500000000000001,3,77.09502433400485,None,3,0.3956976250046864,78.17735020900727,None,78.17735020900727,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,21,0,21,0,6.64429941700655,,80.02769520902075,None,,,,,,,0.42500000000000004,1,79.59447487501893,None,1,0.3455048750038259,81.02763433402288,None,81.02763433402288,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,22,0,22,0,6.64429941700655,,82.74444633402163,None,,,,,,,0.35000000000000003,3,82.3943126250233,None,3,0.38841795799089596,83.74444933401537,None,83.74444933401537,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,23,0,23,0,6.64429941700655,,85.24452900001779,None,,,,,,,0.07500000000000001,2,85.16074937500525,None,2,0.5728853750042617,86.24495545902755,None,86.24495545902755,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,24,0,24,0,6.64429941700655,,88.19510879201698,None,,,,,,,0.35000000000000003,3,87.84449491702253,None,3,0.5779912919970229,89.19434545902186,None,89.19434545902186,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,25,0,25,0,6.64429941700655,,90.97834741702536,None,,,,,,,0.17500000000000002,3,90.79405333401519,None,3,0.6287119579792488,91.97860975001822,None,91.97860975001822,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,26,0,26,0,6.64429941700655,,93.71132012500311,None,,,,,,,0.07500000000000001,1,93.62836429200252,None,1,0.34091012499993667,94.71121208401746,None,94.71121208401746,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,27,0,27,0,6.64429941700655,,96.11139495900716,None,,,,,,,0.025,1,96.07809129200177,None,1,0.35306633298750967,97.11204595901654,None,97.11204595901654,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,28,0,28,0,6.64429941700655,,98.5788456670125,None,,,,,,,0.07500000000000001,3,98.4946704590111,None,3,0.4797238750034012,99.57848395901965,None,99.57848395901965,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,29,0,29,0,6.64429941700655,,101.36206925002625,None,,,,,,,0.275,1,101.07797775001382,None,1,0.4403744169976562,102.3617909590248,None,102.3617909590248,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,30,0,30,0,6.64429941700655,,103.96216195900342,None,,,,,,,0.125,3,103.82831400001305,None,3,0.39770716699422337,104.96248212500359,None,104.96248212500359,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,31,0,31,0,6.64429941700655,,106.62856795900734,None,,,,,,,0.25,1,106.378172250028,None,1,0.32580225000856444,107.6285647090117,None,107.6285647090117,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,32,0,32,0,6.64429941700655,,109.46227195902611,None,,,,,,,0.47500000000000003,3,108.9784110840119,None,3,0.3750531669938937,110.46245637501124,None,110.46245637501124,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,33,0,33,0,6.64429941700655,,111.91219937501592,None,,,,,,,0.05,1,111.86181387500255,None,1,0.5702403750037774,112.91206358402269,None,112.91206358402269,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
,,,,34,0,34,0,6.64429941700655,,114.61254770902451,None,,,,,,,0.1,1,114.51209016700159,None,1,0.33324512498802505,115.6120688340161,None,115.6120688340161,None,,,s,001,2022_May_30_1505,test_exp,2021.2.3,60.13424983192262,
